,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,EW_1,16/07 9:34,16/7 13:47,"Observation block changed with respect to standard timeline. Obs block composed of only deep magnesium (Mode 1 with 3 Lambda repeats and an offset of -150 V). Again, loooooooong locking + pointing after cal block. Restart obs at 11:21. Aborted Obs block at 11:34. Loooooooooooooooooooooooooooong locking / pointing process. Relaunched at 12:18 . Battery starts discharging around 12:18",
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,16/7 9:37,16/7 9:39,Mg + 0.2 - OCs: 180 - 183,D16-53520-53799
,Darks,16/07 9:43,16/07 9:45,OCs: 185 - 234,D16-53802-53901
,PD,16/7 9:48,16/7 9:49,Mg + 0.2 -  Strange. Only one mode seemed to finish (HK Info) but no thumbnails. Seems to be a telemetry problem. Data was taken. Probably OCs: 235 - 239,D16-53902-54157
,Straylight,16/7 9:49,16/7 9:50,OCs: 239,D16-54158-54237
,Linear Pol.,16/7 9:54,16/7 9:55,"OCs: 240, 241, 242",D16-54238-54261
,Micro. Pols.,16/7 9:55,16/7 9:55,"Ocs: 243, 244, 245",D16-54262-54285
,Pinholes,16/7 9:55,16/7 9:56,"Ocs: 246, 247, 248",D16-54286-54291
Flats,1,16/07 9:57,16/7 10:08,Offset -150V - OCs: 250 - 254,D16-54338-55937
Flats,PD_Flats,16/07 10:10,16/07 10:13,OCs: 255 - 118,D16-55938-56177
Flats,2.02,16/07 10:13,16/07 10:25,OCs: 119 - 125,D16-56178-57969
,Obs Mode 1 (deep),16/07 11:21,16/07 11:34,Special deep Obs 1 mode for Limb Obs with lambda rep = 3. OCs: 23. (Lock might be lost) in the first one. Aborted on OCs: 30. ,D16-58132-59999
,Obs Mode 1 (deep),16/07/2024 12:18,16/07 13:40,Restarted after long autolock issues. OCS: 157 - 164 Good. At OCs (12:34) : 165 autolock seems lost for one obs mode then recovered in the same FOv than before.   Tracking lost at 13:27 (OC: 197) - Recovered at 13:30 with slightly different FoV. OCs: 199 - 204,D16-60400-71957
,Pref. Scan,16/7 13:42,16/7 13:44,Mg + 0.2 - Ocs: 206 - 209,D16-71958-72229
,PD,16/7 13:47,16/7 13:47,Mg + 0.2 -  Ocs: 210 - 213 . 40 images per cam mode,D16-72230-72549
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,CALL_1,16/07 14:01,16/07 14:33,Changed flats of 5.02 to 1 with -100V ,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Darks,16/07/2024 14:01,16/07 14:04,Ocs: 216 - 8,D16-72552-72651
,PD,16/7 14:06,16/7 14:07,Mg + 0.2 - OCs: 9 - 12,D16-72652-72907
,Straylight,16/7 14:07,16/7 14:08,Oc - 13,D16-72908-72987
,Linear Pol.,16/07/2024 14:13,16/7 14:13,OCs: 14 - 16,D16-72988-73011
,Micro. Pols.,16/7 14:13,16/7 14:14,OCs: 17- 19,D16-73012-73035
,Pinholes,16/7 14:14,16/7 14:14,OCs: 20 - 22,D16-73036-73041
Flats,1,16/07 14:16,16/07 14:28,Etalon Offset -100V. OCs: 24 - 28,D16-73251-74850
Flats,PD_Flats,16/07/2024 14:28,16/07 14:32,OCs: 29 - 149,D16-74851-75092
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,CALL_3,16/7 14:34,16/07 15:01,Bunch of PD things with targets. ,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,PD,16/7 14:34,16/7 14:34,40 ims - USAF - Mg + 0.2 - OCs: 150 - 153,D16-75093-75412
,PD,16/7 14:36,16/7 14:36,32 ims - USAF - Mg + 0.6 - OCs: 154 - 157,D16-75413-75668
,PD,16/07/2024 14:49,16/07/2024 14:50,RND Pattern - 0.2 + 0.6 Ocs: 158 - 161,D16-75669-75924
,PD,16/7 14:50,16/7 14:51,RND Pattern - 0.6 + Mg - Ocs: 162 - 165,D16-75925-76180
,PD,16/07/2024 14:55,16/7 14:55,RND Mosaic - Mg + 0.2 - Ocs: 166 - 169,D16-76181-76436
,PD,16/7 14:56,16/7 14:56,RND Mosaic - 0.2 - 0.6 - Ocs: 170 - 173,D16-76437-76692
,PD_Flats,16/07 14:58,16/07 15:01,OCs: 174,D16-76693-76932
